,SLC,Eng,Math,Physics,Chemistry,Plus_Two,Eng1,Math2,Phy_Acc,Che_Eco,Mixed,School_From_Govt,School_From_Private,Parent_Education_Bachelor,Parent_Education_Master,Parent_Education_PHD,Parent_Education_PlusTwo,Parent_Education_SLC,GPAA,Pass,GPAM,GPA
0,1.1684302526928148,1.1663417765530053,-0.892202372999208,0.5613143753283163,1.1340013149565202,1.1594205853700161,0.6214911129623217,0.5583891868490894,-0.3751377784802791,0.46139457453763827,1.3043494205035602,0.0,1.0,0.0,0.0,0.0,0.0,1.0,B+,1,80,3.23
1,-0.639249317747679,0.38401252831792376,0.38160462941532397,-0.12089848083994569,1.7879144819752435,0.7530575585544391,-0.05272338401084121,-0.6724521519891214,-0.3751377784802791,-0.23867273766095493,0.30338618469348866,0.0,1.0,0.0,1.0,0.0,0.0,0.0,C+,1,65,2.27
2,0.7512734287450087,0.38401252831792376,0.38160462941532397,0.5613143753283163,-0.17382501908092662,-0.24930457425731833,-0.05272338401084121,-0.5356920032293202,-0.6804874756748742,0.04135418721848235,0.05314537574097078,1.0,0.0,1.0,0.0,0.0,0.0,0.0,B-,1,70,2.57
3,1.3074825273420843,1.1663417765530053,1.6554116318298553,1.2435272314965775,1.1340013149565202,1.8366922967293116,0.7563340123569543,0.1481087405696858,-0.22246292988298158,0.04135418721848235,0.17826578021722972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,A-,1,85,3.57
4,0.3341166047972026,1.1663417765530053,-0.2552988717919424,-0.12089848083994569,-0.8277381860996498,-0.24930457425731833,1.0260198111462195,1.105429781888294,0.6935861617008037,0.8814349618567942,-0.32221583768780604,1.0,0.0,0.0,0.0,0.0,1.0,0.0,A,1,90,3.76
5,0.8903257033942782,0.38401252831792376,1.0185081306225896,0.5613143753283163,1.7879144819752435,1.1594205853700161,1.0260198111462195,0.8319094843686918,0.6935861617008037,0.7414214994170755,-0.19709543321154707,0.0,1.0,0.0,1.0,0.0,0.0,0.0,A-,1,85,3.47
6,1.1684302526928148,0.38401252831792376,1.6554116318298553,-1.485324193176468,-1.4816513531183728,-0.24930457425731833,-1.6708381767464322,-1.3562528957881275,-0.8331623242721717,-0.23867273766095493,-0.32221583768780604,1.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0,0,0.0
7,0.4731688794464709,-0.3983167199171586,0.38160462941532397,-0.8031113370082069,1.1340013149565202,0.3196036632844897,-0.05272338401084121,-0.1254115569499166,-0.5278126270775767,0.32138111209791964,0.30338618469348866,0.0,1.0,0.0,0.0,0.0,0.0,1.0,F,0,0,0.0
8,0.4731688794464709,0.38401252831792376,0.38160462941532397,-0.12089848083994569,-0.8277381860996498,0.3196036632844897,-1.2663094785625346,-0.6724521519891214,-0.6804874756748742,-0.23867273766095493,-0.32221583768780604,0.0,1.0,0.0,0.0,0.0,0.0,1.0,F,0,0,0.0
9,0.3341166047972026,0.38401252831792376,1.0185081306225896,0.5613143753283163,0.4800881479377972,0.8885119008262977,0.6214911129623217,-0.5356920032293202,-0.5278126270775767,0.18136764965820099,0.8038678025985244,0.0,1.0,0.0,0.0,0.0,1.0,0.0,F,0,0,0.0
10,0.4731688794464709,-0.3983167199171586,0.38160462941532397,-2.167537049344729,-0.17382501908092662,-0.6556676010728953,0.891176911751587,0.4216290380892882,0.6935861617008037,0.7414214994170755,0.42850658916974754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,B-,1,70,2.7
11,0.7512734287450087,1.1663417765530053,1.0185081306225896,1.2435272314965775,0.4800881479377972,1.0781479800069012,-5.446439359796145,-5.459057358582164,-6.176782025177586,-5.699197772809981,-4.951670803309386,1.0,0.0,0.0,0.0,0.0,1.0,0.0,F,0,0,0.0
12,0.6122211540957404,-0.3983167199171586,1.0185081306225896,1.2435272314965775,1.1340013149565202,0.8885119008262977,-1.401152377957167,-0.5356920032293202,-0.8331623242721717,0.04135418721848235,-0.07197502873528815,1.0,0.0,0.0,0.0,0.0,1.0,0.0,C,1,60,2.0
