Faculty,Program,SLC,Eng,Math,Physics,Chemistry,Plus_Two,Eng1,Math2,Phy_Acc,Che_Eco,Mixed,School_From_Govt,School_From_Private,Parent_Education_Bachelor,Parent_Education_Master,Parent_Education_PHD,Parent_Education_PlusTwo,Parent_Education_SLC,GPAA,Pass,GPAM,GPA
Engineering,BE.Civil Eng,0.334116605,0.384012528,0.381604629,-0.120898481,0.480088148,-0.872394549,-1.266309479,-0.535692003,0.235561616,-0.098659275,-0.447336242,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.334116605,0.384012528,-0.892202373,1.243527231,0.480088148,0.509239742,0.082119515,0.148108741,0.388236465,0.741421499,0.17826578,0,1,0,0,0,1,0,B,1,75,2.73
Engineering,BE.Civil Eng,0.890325703,0.384012528,1.018508131,0.561314375,-0.173825019,1.809601428,0.351805314,0.695149336,0.693586162,0.601408037,0.678747398,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,-1.89071979,0.384012528,0.381604629,0.561314375,0.480088148,-0.655667601,-0.726937881,0.011348592,0.388236465,0.461394575,0.053145376,0,1,1,0,0,0,0,B-,1,70,2.35
Engineering,BE.Civil Eng,-0.500197043,0.384012528,1.655411632,1.243527231,1.134001315,1.457420138,-1.535995277,-0.262171706,0.235561616,0.321381112,-0.197095433,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.19506433,1.166341777,0.381604629,0.561314375,-0.173825019,0.888511901,0.756334012,1.105429782,0.693586162,0.601408037,1.054108612,0,1,0,0,0,0,1,A-,1,85,3.52
Engineering,BE.Civil Eng,-0.222092494,0.384012528,1.018508131,-0.120898481,1.134001315,0.888511901,-0.726937881,-0.125411557,0.388236465,0.461394575,-0.071975029,1,0,1,0,0,0,0,B,1,75,2.86
Engineering,BE.Civil Eng,0.751273429,1.166341777,1.655411632,1.243527231,1.787914482,1.836692297,1.160862711,0.831909484,0.540911313,0.601408037,0.803867803,1,0,0,0,0,1,0,A,1,90,3.84
Engineering,BE.Civil Eng,0.751273429,1.166341777,1.018508131,-0.120898481,0.480088148,1.836692297,1.160862711,1.242189931,0.693586162,0.741421499,1.179229016,1,0,1,0,0,0,0,A,1,90,3.76
Engineering,BE.Civil Eng,0.334116605,-0.39831672,-0.255298872,0.561314375,0.480088148,0.129967584,-0.86178078,-1.082732598,0.540911313,0.321381112,-0.94781786,1,0,1,0,0,0,0,B,1,75,2.98
Engineering,BE.Civil Eng,0.334116605,0.384012528,1.018508131,-0.120898481,-1.481651353,-0.249304574,-0.592094982,-0.262171706,0.540911313,0.461394575,-0.197095433,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.334116605,0.384012528,0.381604629,-0.120898481,-0.827738186,0.129967584,-0.187566283,0.284868889,0.693586162,0.461394575,0.303386185,1,0,1,0,0,0,0,B+,1,80,3.13
Engineering,BE.Civil Eng,-0.083040219,0.384012528,0.381604629,-0.120898481,0.480088148,0.02160411,-0.86178078,0.421629038,0.388236465,0.601408037,0.428506589,0,1,1,0,0,0,0,B,1,75,2.97
Engineering,BE.Civil Eng,0.056012055,0.384012528,-0.892202373,-0.120898481,0.480088148,-0.059668495,-1.535995277,0.284868889,0.388236465,0.321381112,0.303386185,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.751273429,0.384012528,0.381604629,0.561314375,1.134001315,1.07814798,-0.726937881,0.148108741,0.082886767,0.601408037,0.17826578,1,0,1,0,0,0,0,C,1,60,1.9
Engineering,BE.Civil Eng,1.502155712,1.166341777,1.655411632,1.925740088,1.134001315,1.836692297,0.756334012,0.968669633,0.693586162,0.741421499,0.928988207,0,1,0,1,0,0,0,A,1,90,3.93
Engineering,BE.Civil Eng,0.334116605,1.166341777,0.381604629,1.243527231,1.134001315,0.698875822,-0.187566283,0.695149336,0.082886767,0.461394575,0.678747398,1,0,1,0,0,0,0,A,1,90,3.75
Engineering,BE.Civil Eng,0.056012055,1.166341777,0.381604629,0.561314375,-0.173825019,0.319603663,-0.322409183,0.284868889,0.082886767,0.18136765,0.303386185,1,0,1,0,0,0,0,B,1,75,2.72
Engineering,BE.Civil Eng,-0.555817953,0.384012528,0.381604629,-0.120898481,-1.481651353,0.129967584,-1.131466579,-0.535692003,0.388236465,0.18136765,-0.447336242,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil Eng,0.334116605,1.166341777,1.655411632,0.561314375,-0.173825019,1.267784059,-0.726937881,-0.125411557,0.082886767,0.601408037,-0.071975029,1,0,1,0,0,0,0,B+,1,80,3.09
Engineering,BE.Civil Eng,0.334116605,-0.39831672,1.018508131,1.243527231,1.134001315,1.07814798,-0.592094982,0.284868889,0.388236465,0.321381112,0.303386185,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.751273429,1.166341777,-1.529105874,-0.803111337,-0.827738186,-0.438940653,0.351805314,0.284868889,0.540911313,0.601408037,0.303386185,0,1,0,0,0,1,0,B,1,75,2.76
Engineering,BE.Civil Eng,-0.500197043,-0.39831672,0.381604629,-1.485324193,-0.173825019,0.455058006,0.216962415,0.831909484,0.388236465,0.461394575,0.803867803,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil Eng,0.19506433,0.384012528,-0.255298872,-0.120898481,-0.173825019,-0.953667154,-0.86178078,-0.262171706,0.84626101,0.741421499,-0.197095433,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,1.029377978,0.384012528,0.381604629,1.243527231,1.134001315,1.511601875,-0.86178078,0.284868889,0.540911313,0.461394575,0.303386185,1,0,1,0,0,0,0,B-,1,70,2.62
Engineering,BE.Civil Eng,0.056012055,1.166341777,0.381604629,1.243527231,-0.827738186,1.457420138,-0.86178078,1.242189931,0.693586162,0.321381112,1.179229016,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.890325703,0.384012528,1.018508131,-0.120898481,0.480088148,0.698875822,0.351805314,0.421629038,0.388236465,0.461394575,0.428506589,1,0,1,0,0,0,0,B,1,75,2.94
Engineering,BE.Civil Eng,-0.361144768,-0.39831672,0.381604629,0.561314375,-0.827738186,-0.059668495,-0.86178078,-0.809212301,0.388236465,0.601408037,-0.697577051,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil Eng,0.890325703,0.384012528,1.018508131,-0.120898481,1.134001315,0.888511901,-0.726937881,-0.672452152,0.082886767,0.041354187,-0.572456647,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.473168879,0.384012528,1.018508131,-0.803111337,1.134001315,0.888511901,-1.670838177,-0.809212301,0.082886767,0.18136765,-0.697577051,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,-0.361144768,-0.39831672,1.018508131,-0.120898481,0.480088148,0.509239742,-0.726937881,-0.262171706,0.082886767,0.18136765,-0.197095433,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,0.751273429,0.384012528,-1.529105874,-0.803111337,1.134001315,-0.059668495,-1.266309479,-0.262171706,0.84626101,0.601408037,-0.197095433,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,0.19506433,-0.39831672,1.018508131,0.561314375,0.480088148,0.698875822,-1.535995277,-1.493013045,-0.069788081,0.18136765,-1.323179073,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil Eng,0.473168879,-1.962975216,-0.255298872,-0.803111337,-0.173825019,-1.007848891,-1.670838177,-0.262171706,0.082886767,0.041354187,-0.197095433,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,1.307482527,1.166341777,0.381604629,0.561314375,-1.481651353,1.07814798,-1.266309479,0.011348592,0.540911313,0.881434962,0.053145376,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,1.168430253,1.166341777,0.381604629,0.561314375,0.480088148,0.3737854,-0.86178078,0.695149336,0.693586162,0.601408037,0.678747398,0,1,0,0,0,0,1,C-,1,55,1.69
Engineering,BE.Civil Eng,1.168430253,1.166341777,1.018508131,1.243527231,1.134001315,1.403238401,0.216962415,0.558389187,0.388236465,0.321381112,0.553626994,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,0.473168879,0.384012528,1.655411632,-0.120898481,0.480088148,0.698875822,-0.86178078,-2.04005364,-0.069788081,0.18136765,-1.823660691,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,-0.778301592,0.384012528,-0.255298872,0.561314375,-0.173825019,1.267784059,0.082119515,0.284868889,0.082886767,0.18136765,0.303386185,0,1,0,0,0,0,1,A-,1,85,3.57
Engineering,BE.Civil Eng,-0.778301592,0.384012528,-0.255298872,0.561314375,-0.173825019,1.267784059,0.082119515,0.831909484,0.235561616,0.601408037,0.803867803,1,0,0,0,0,0,1,B+,1,80,3.18
Engineering,BE.Civil Eng,1.307482527,0.384012528,1.018508131,1.925740088,1.134001315,1.647056218,0.756334012,0.831909484,0.84626101,0.601408037,0.803867803,0,1,0,0,0,0,1,A-,1,85,3.66
Engineering,BE.Civil Eng,-0.361144768,0.384012528,-0.255298872,-1.485324193,1.134001315,1.105238848,0.082119515,0.421629038,0.388236465,0.461394575,0.428506589,1,0,0,0,0,0,1,A-,1,85,3.45
Engineering,BE.Civil Eng,0.890325703,1.166341777,-0.255298872,-0.803111337,1.134001315,0.807239295,0.082119515,1.242189931,0.693586162,0.601408037,1.179229016,0,1,0,0,0,0,1,A-,1,85,3.44
Engineering,BE.Civil Eng,1.307482527,0.384012528,-0.255298872,1.243527231,-1.481651353,0.265421926,-0.187566283,0.558389187,0.84626101,0.601408037,0.553626994,0,1,0,0,0,0,1,B,1,75,2.97
Engineering,BE.Civil Eng,1.502155712,0.384012528,0.381604629,-0.120898481,0.480088148,-0.086759364,-0.187566283,0.558389187,0.388236465,0.461394575,0.553626994,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,1.446534802,1.166341777,-0.255298872,1.243527231,1.134001315,0.427967137,-0.322409183,0.148108741,0.84626101,0.321381112,0.17826578,0,1,0,0,0,0,1,B+,1,80,3.2
Engineering,BE.Civil Eng,0.612221154,-1.180645968,-0.892202373,-0.120898481,-1.481651353,-0.84530368,-0.052723384,0.558389187,0.540911313,0.741421499,0.553626994,0,1,0,0,0,0,1,B+,1,80,3.05
Engineering,BE.Civil Eng,0.056012055,-0.39831672,-0.255298872,-1.485324193,1.134001315,-0.113850232,-1.266309479,0.148108741,0.082886767,0.321381112,0.17826578,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,0.890325703,0.384012528,1.018508131,1.925740088,-0.173825019,1.07814798,-0.052723384,0.695149336,0.84626101,0.461394575,0.678747398,1,0,0,0,0,0,1,B,1,75,2.8
Engineering,BE.Civil Eng,1.307482527,0.384012528,-0.255298872,-0.120898481,-1.481651353,-0.438940653,-0.99662368,0.284868889,0.693586162,0.601408037,0.303386185,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil Eng,1.029377978,1.166341777,-0.255298872,0.561314375,-0.173825019,1.07814798,0.891176912,0.831909484,1.151610707,0.741421499,0.803867803,0,1,0,0,0,0,1,A-,1,85,3.65
Engineering,BE.Civil and Rural Eng,1.168430253,0.384012528,1.018508131,-0.120898481,-0.173825019,0.698875822,0.082119515,0.011348592,-0.069788081,0.321381112,0.428506589,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.473168879,0.384012528,1.018508131,-0.120898481,0.480088148,0.129967584,0.486648214,0.284868889,0.388236465,0.321381112,0.303386185,0,1,0,0,0,0,1,A-,1,85,3.59
Engineering,BE.Civil and Rural Eng,0.056012055,0.384012528,1.655411632,1.243527231,0.480088148,1.457420138,-0.99662368,-0.672452152,-0.833162324,0.18136765,0.053145376,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.890325703,1.166341777,-0.255298872,1.243527231,1.134001315,0.888511901,0.891176912,0.421629038,0.693586162,0.461394575,0.428506589,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.056012055,0.384012528,1.018508131,0.561314375,-0.827738186,0.509239742,0.756334012,0.695149336,-0.375137778,0.18136765,0.428506589,0,1,0,1,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.612221154,-0.39831672,1.018508131,1.243527231,1.134001315,0.888511901,0.621491113,0.968669633,0.84626101,0.601408037,1.054108612,0,1,0,0,0,1,0,A-,1,85,3.67
Engineering,BE.Civil and Rural Eng,0.612221154,0.384012528,-0.255298872,-0.803111337,0.480088148,0.265421926,0.216962415,0.284868889,-0.375137778,0.601408037,0.428506589,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.19506433,-1.180645968,1.018508131,1.243527231,-0.173825019,0.509239742,0.082119515,0.284868889,-0.069788081,0.601408037,0.553626994,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.334116605,-0.39831672,-1.529105874,1.243527231,0.480088148,0.455058006,0.351805314,0.831909484,0.693586162,1.021448424,0.803867803,1,0,1,0,0,0,0,B-,1,70,2.68
Engineering,BE.Civil and Rural Eng,-2.029772064,-0.39831672,-1.529105874,-1.485324193,-0.173825019,0.184149321,-0.726937881,-0.535692003,-0.375137778,0.741421499,0.053145376,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-0.917353867,-0.39831672,-0.255298872,-1.485324193,1.134001315,-0.086759364,-0.457252082,0.284868889,-0.833162324,0.461394575,0.053145376,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-0.222092494,-0.39831672,1.018508131,0.561314375,-0.173825019,0.698875822,-0.052723384,-0.535692003,-0.069788081,0.601408037,0.303386185,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.19506433,1.166341777,-0.255298872,-0.803111337,-0.827738186,-0.1409411,0.621491113,0.148108741,0.388236465,0.741421499,0.553626994,1,0,1,0,0,0,0,B+,1,80,3.07
Engineering,BE.Civil and Rural Eng,0.056012055,0.384012528,-2.166009375,-2.167537049,-0.173825019,-0.276395443,-1.940523976,-0.672452152,-0.375137778,0.041354187,0.553626994,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-0.917353867,-1.962975216,-0.255298872,-0.120898481,0.480088148,-0.086759364,1.160862711,0.831909484,1.304285556,0.461394575,1.054108612,1,0,0,0,0,1,0,A,1,90,3.87
Engineering,BE.Civil and Rural Eng,1.029377978,0.384012528,0.381604629,1.243527231,1.787914482,1.07814798,-0.457252082,-0.672452152,0.082886767,0.461394575,0.553626994,0,1,0,0,0,1,0,B+,1,80,3.08
Engineering,BE.Civil and Rural Eng,-0.528007498,0.384012528,-1.529105874,1.243527231,-0.173825019,0.3737854,-0.322409183,-0.672452152,0.388236465,0.461394575,0.053145376,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.473168879,-0.39831672,0.381604629,0.561314375,1.134001315,0.698875822,0.486648214,0.558389187,0.693586162,0.601408037,0.803867803,0,1,0,0,0,0,1,A-,1,85,3.66
Engineering,BE.Civil and Rural Eng,-0.917353867,-0.39831672,0.381604629,0.561314375,-0.173825019,-0.086759364,0.082119515,-0.672452152,0.082886767,0.321381112,0.803867803,0,1,0,0,0,1,0,B-,1,70,2.49
Engineering,BE.Civil and Rural Eng,0.612221154,-0.39831672,1.018508131,0.561314375,0.480088148,0.698875822,0.082119515,-0.672452152,-0.069788081,0.601408037,0.428506589,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-0.222092494,0.384012528,1.018508131,-0.803111337,-0.173825019,0.129967584,0.082119515,-0.398931854,0.388236465,0.321381112,0.428506589,0,1,1,0,0,0,0,B+,1,80,3.14
Engineering,BE.Civil and Rural Eng,0.612221154,-0.39831672,1.655411632,1.925740088,0.480088148,0.807239295,1.29570561,-0.398931854,0.082886767,0.321381112,0.428506589,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.612221154,-0.39831672,0.381604629,-0.803111337,-1.481651353,-0.655667601,-1.131466579,-0.262171706,-0.069788081,0.461394575,0.303386185,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.056012055,-1.962975216,-0.255298872,0.561314375,-0.173825019,-0.33057718,-0.322409183,-0.672452152,-0.375137778,0.321381112,0.17826578,1,0,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.473168879,-0.39831672,0.381604629,0.561314375,1.787914482,1.07814798,1.160862711,0.831909484,0.388236465,0.601408037,0.553626994,1,0,0,0,0,1,0,A,1,90,4
Engineering,BE.Civil and Rural Eng,0.612221154,1.166341777,0.381604629,-0.120898481,-0.173825019,0.427967137,0.216962415,0.558389187,0.388236465,0.321381112,0.303386185,0,1,0,1,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-1.056406142,0.384012528,-0.255298872,-0.120898481,-0.173825019,-0.655667601,-2.075366875,-0.672452152,-0.833162324,0.041354187,-0.197095433,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.334116605,1.166341777,1.018508131,0.561314375,0.480088148,1.023966243,-1.401152378,-0.672452152,-6.176782025,0.041354187,-4.951670803,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-1.334510691,1.166341777,1.018508131,0.561314375,0.480088148,0.346694532,-0.592094982,-0.535692003,-0.069788081,0.461394575,0.303386185,1,0,0,0,0,1,0,B+,1,80,3.2
Engineering,BE.Civil and Rural Eng,0.056012055,1.166341777,1.655411632,0.561314375,0.480088148,0.644694085,0.486648214,0.148108741,0.388236465,0.461394575,0.553626994,0,1,0,0,0,1,0,A,1,90,3.77
Engineering,BE.Civil and Rural Eng,1.029377978,1.166341777,-0.255298872,1.243527231,1.134001315,1.07814798,1.160862711,1.105429782,0.693586162,0.741421499,0.803867803,0,1,0,1,0,0,0,B,1,75,2.76
Engineering,BE.Civil and Rural Eng,-0.917353867,1.166341777,-0.255298872,0.561314375,-0.173825019,-0.086759364,0.082119515,-0.262171706,0.082886767,0.461394575,0.553626994,0,1,0,1,0,0,0,B-,1,70,2.62
Engineering,BE.Civil and Rural Eng,-0.500197043,-1.180645968,-0.255298872,-0.803111337,-0.173825019,-1.387121049,0.351805314,0.968669633,0.082886767,0.601408037,0.803867803,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-0.222092494,-1.180645968,-1.529105874,-1.485324193,1.134001315,-0.655667601,0.216962415,0.011348592,0.388236465,0.461394575,0.553626994,0,1,0,0,0,0,1,A,1,90,4
Engineering,BE.Civil and Rural Eng,-0.917353867,1.166341777,-0.255298872,0.561314375,-0.173825019,-0.086759364,1.29570561,0.968669633,0.998935859,0.881434962,0.553626994,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,-0.778301592,0.384012528,-0.255298872,-0.803111337,-0.827738186,-1.360030181,-5.44643936,-5.459057359,-6.176782025,-5.699197773,-4.951670803,1,0,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.19506433,0.384012528,1.018508131,0.561314375,1.787914482,1.159420585,0.756334012,0.831909484,0.388236465,0.461394575,0.803867803,0,1,1,0,0,0,0,A-,1,85,3.68
Engineering,BE.Civil and Rural Eng,0.890325703,1.166341777,1.655411632,1.243527231,0.480088148,1.376147533,0.756334012,0.421629038,-0.069788081,0.601408037,0.678747398,1,0,1,0,0,0,0,B+,1,80,3.28
Engineering,BE.Civil and Rural Eng,0.890325703,1.166341777,0.381604629,-1.485324193,-1.481651353,-0.899485417,0.621491113,0.421629038,-0.069788081,0.741421499,0.803867803,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.612221154,0.384012528,0.381604629,1.243527231,0.480088148,1.294874928,-0.052723384,0.011348592,-0.069788081,0.461394575,0.678747398,1,0,0,0,0,1,0,C-,1,55,1.69
Engineering,BE.Civil and Rural Eng,1.502155712,0.384012528,1.655411632,0.561314375,1.134001315,1.267784059,-0.592094982,-0.125411557,0.388236465,0.18136765,0.553626994,0,1,0,0,0,1,0,A-,1,85,3.36
Engineering,BE.Civil and Rural Eng,0.473168879,0.384012528,1.018508131,0.561314375,0.480088148,0.02160411,0.216962415,0.558389187,-0.680487476,0.461394575,0.553626994,1,0,0,0,0,1,0,F,0,0,0
Engineering,BE.Civil and Rural Eng,0.612221154,1.166341777,0.381604629,0.561314375,0.480088148,1.159420585,0.351805314,0.831909484,-0.069788081,0.601408037,0.553626994,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Electrical Eng.,0.473168879,1.166341777,0.381604629,1.243527231,0.480088148,1.07814798,-0.052723384,-0.125411557,-0.22246293,-0.098659275,0.928988207,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.19506433,-0.39831672,-1.529105874,-1.485324193,-1.481651353,-1.062030628,-0.052723384,-0.809212301,1.304285556,0.601408037,0.678747398,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,-1.195458416,0.384012528,1.018508131,0.561314375,-0.173825019,-0.655667601,-1.266309479,-0.809212301,-0.680487476,-0.3786862,-0.071975029,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Electrical Eng.,-1.334510691,-1.180645968,-0.255298872,-1.485324193,0.480088148,-0.84530368,-2.479895573,-0.809212301,-2.054561113,-0.238672738,-1.072938265,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Electrical Eng.,-0.639249318,-0.39831672,0.381604629,-0.120898481,0.480088148,-0.764031075,-1.401152378,0.695149336,0.082886767,-0.3786862,-0.822697456,1,0,0,0,0,0,1,F,0,0,0
Engineering,BE.Electrical Eng.,-0.361144768,-0.39831672,1.018508131,-0.120898481,-0.173825019,0.319603663,0.486648214,-0.672452152,-0.069788081,0.601408037,0.553626994,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Electrical Eng.,0.612221154,1.166341777,1.655411632,1.243527231,1.134001315,1.647056218,0.216962415,-0.125411557,-1.138512021,-0.238672738,0.17826578,1,0,0,0,0,1,0,C+,1,65,2.11
Engineering,BE.Electrical Eng.,-0.500197043,1.166341777,1.018508131,1.243527231,-0.827738186,0.698875822,0.216962415,0.284868889,-0.527812627,-0.238672738,0.17826578,1,0,1,0,0,0,0,B-,1,70,2.63
Engineering,BE.Electrical Eng.,-0.778301592,-0.39831672,-1.529105874,-0.803111337,1.134001315,-0.113850232,-1.131466579,-0.125411557,-1.29118687,-0.098659275,0.553626994,0,1,0,0,0,0,1,F,0,0,0
Engineering,BE.Electrical Eng.,0.056012055,0.384012528,0.381604629,-0.803111337,-0.173825019,-0.059668495,-0.457252082,0.831909484,-1.138512021,0.041354187,0.553626994,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,-2.363497523,1.166341777,0.381604629,0.561314375,-0.173825019,0.427967137,0.216962415,0.831909484,-1.138512021,0.601408037,1.179229016,1,0,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.334116605,-0.39831672,-0.255298872,0.561314375,-0.173825019,0.427967137,-0.726937881,-0.809212301,1.151610707,0.881434962,0.678747398,1,0,0,0,0,1,0,B,1,75,2.99
Engineering,BE.Electrical Eng.,-0.083040219,1.166341777,-0.255298872,0.561314375,1.134001315,1.267784059,0.486648214,-0.672452152,0.235561616,-0.098659275,0.428506589,0,1,0,1,0,0,0,F,0,0,0
Engineering,BE.Electrical Eng.,-0.222092494,0.384012528,-0.255298872,0.561314375,-0.173825019,0.184149321,-1.266309479,-0.672452152,-0.833162324,0.18136765,0.17826578,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,-1.195458416,-1.180645968,0.381604629,-0.120898481,-2.13556452,-0.1409411,-0.86178078,-0.809212301,-1.596536567,-0.3786862,0.17826578,0,1,1,0,0,0,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.056012055,-0.39831672,0.381604629,1.243527231,-0.827738186,0.509239742,0.891176912,1.105429782,0.388236465,0.881434962,0.553626994,1,0,1,0,0,0,0,B-,1,70,2.55
Engineering,BE.Electrical Eng.,1.029377978,-0.39831672,1.018508131,1.243527231,1.787914482,1.07814798,1.160862711,-0.398931854,1.304285556,0.881434962,1.179229016,0,1,0,0,0,0,1,A-,1,85,3.35
Engineering,BE.Electrical Eng.,-1.89071979,-1.180645968,-1.529105874,0.561314375,0.480088148,-2.443664919,-1.670838177,-0.672452152,-0.375137778,-0.3786862,-0.071975029,1,0,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.612221154,-0.39831672,1.655411632,0.561314375,0.480088148,0.888511901,-1.266309479,-0.535692003,-0.985837173,-0.3786862,0.17826578,0,1,0,1,0,0,0,F,0,0,0
Engineering,BE.Electrical Eng.,1.029377978,-1.180645968,-0.892202373,0.561314375,-1.481651353,-0.709849338,-1.266309479,0.011348592,-0.680487476,-0.098659275,0.17826578,0,1,0,0,0,0,1,B+,1,80,3.22
Engineering,BE.Electrical Eng.,-0.778301592,-1.180645968,0.381604629,0.561314375,1.134001315,0.509239742,-0.052723384,1.105429782,0.235561616,-0.098659275,0.303386185,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.19506433,1.166341777,-0.255298872,0.561314375,-1.481651353,-0.086759364,1.026019811,-0.672452152,1.456960405,0.881434962,1.304349421,1,0,0,0,0,1,0,B+,1,80,3.16
Engineering,BE.Electrical Eng.,-0.500197043,1.166341777,1.655411632,1.243527231,1.134001315,1.701237954,-0.322409183,-0.262171706,-1.29118687,-0.098659275,0.17826578,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.751273429,0.384012528,-0.255298872,-0.120898481,1.787914482,0.969784506,-1.401152378,-0.809212301,-1.138512021,-0.098659275,-0.822697456,0,1,0,1,0,0,0,C,1,60,1.79
Engineering,BE.Electrical Eng.,-0.083040219,-1.180645968,0.381604629,-0.120898481,0.480088148,0.129967584,-1.266309479,-0.809212301,-1.29118687,-0.238672738,-0.322215838,0,1,0,1,0,0,0,F,0,0,0
Engineering,BE.Electrical Eng.,-0.222092494,-0.39831672,1.018508131,-0.120898481,0.480088148,0.698875822,-0.052723384,-0.262171706,-0.680487476,-0.3786862,0.428506589,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,-0.778301592,-0.39831672,0.381604629,-0.120898481,-0.173825019,2.161782718,0.351805314,0.148108741,-0.375137778,0.18136765,0.928988207,0,1,0,0,0,0,1,B+,1,80,3.05
Engineering,BE.Electrical Eng.,1.168430253,0.384012528,-0.892202373,0.561314375,0.480088148,-1.739302339,-0.052723384,-0.672452152,0.998935859,0.18136765,1.054108612,1,0,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,-0.222092494,0.384012528,0.381604629,-0.120898481,-0.173825019,0.129967584,0.351805314,-0.809212301,-0.833162324,-0.098659275,0.17826578,1,0,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.612221154,0.384012528,-0.892202373,0.561314375,0.480088148,0.617603216,-0.86178078,0.558389187,-0.680487476,-0.238672738,1.054108612,0,1,0,0,0,1,0,F,0,0,0
Engineering,BE.Electrical Eng.,0.751273429,-0.39831672,1.018508131,-0.120898481,-0.827738186,-0.059668495,-1.266309479,0.421629038,-1.596536567,0.041354187,-0.322215838,0,1,0,0,0,1,0,C-,1,55,1.69
